etf,component,etf_market,component_market,replace_type,quantity,amount
515881,000063,SH,SZ,3,3300,128436.0
515881,000070,SH,SZ,3,1100,10208.0
515881,000836,SH,SZ,3,2800,9856.0
515881,002052,SH,SZ,2,1700,2652.0
515881,002115,SH,SZ,3,1200,10956.0
515881,002151,SH,SZ,3,700,23632.0
515881,002231,SH,SZ,3,500,3325.0
515881,002281,SH,SZ,3,900,27342.0
515881,002296,SH,SZ,3,900,6489.0
515881,002313,SH,SZ,3,500,9515.0
515881,002316,SH,SZ,3,600,3570.0
515881,002369,SH,SZ,3,1300,11739.0
515881,002383,SH,SZ,3,1000,10110.0
515881,002396,SH,SZ,3,900,30348.0
515881,002446,SH,SZ,3,1400,10108.0
515881,002465,SH,SZ,3,4200,52122.0
515881,002491,SH,SZ,3,1700,8908.0
515881,002519,SH,SZ,3,1300,5616.0
515881,002547,SH,SZ,3,1800,13770.0
515881,002583,SH,SZ,3,2100,15204.0
515881,002792,SH,SZ,3,300,7434.0
515881,002897,SH,SZ,3,200,6496.0
515881,002902,SH,SZ,3,200,3952.0
515881,300079,SH,SZ,3,3300,16665.0
515881,300083,SH,SZ,3,2300,11822.0
515881,300098,SH,SZ,3,2800,17024.0
515881,300134,SH,SZ,3,900,12951.0
515881,300136,SH,SZ,3,1800,86220.0
515881,300213,SH,SZ,3,800,4960.0
515881,300250,SH,SZ,3,400,5200.0
515881,300252,SH,SZ,3,700,6601.0
515881,300292,SH,SZ,3,2300,12259.0
515881,300322,SH,SZ,3,700,11690.0
515881,300353,SH,SZ,3,800,9480.0
515881,300504,SH,SZ,3,200,5162.0
515881,300565,SH,SZ,3,200,2380.0
515881,300615,SH,SZ,3,100,1613.0
515881,300628,SH,SZ,3,600,37590.0
515881,300638,SH,SZ,3,200,10668.0
515881,300731,SH,SZ,3,100,3463.0
515881,600105,SH,SH,1,2000,0.0
515881,600130,SH,SH,1,1800,0.0
515881,600260,SH,SH,1,1800,0.0
515881,600345,SH,SH,1,300,0.0
515881,600487,SH,SH,1,3100,0.0
515881,600498,SH,SH,1,1600,0.0
515881,600522,SH,SH,1,5600,0.0
515881,600734,SH,SH,2,700,2128.0
515881,600745,SH,SH,1,800,0.0
515881,600775,SH,SH,1,900,0.0
515881,600776,SH,SH,1,1100,0.0
515881,601138,SH,SH,1,4100,0.0
515881,601869,SH,SH,1,200,0.0
515881,603083,SH,SH,1,200,0.0
515881,603118,SH,SH,1,1100,0.0
515881,603236,SH,SH,1,100,0.0
515881,603421,SH,SH,1,200,0.0
515881,603496,SH,SH,1,200,0.0
515881,603712,SH,SH,1,500,0.0
515881,603803,SH,SH,1,500,0.0
512991,000001,SH,SZ,3,2300,31326.0
512991,000002,SH,SZ,3,1200,31920.0
512991,000021,SH,SZ,3,200,4676.0
512991,000027,SH,SZ,3,400,2208.0
512991,000028,SH,SZ,3,100,4362.0
512991,000031,SH,SZ,3,300,1536.0
512991,000046,SH,SZ,3,500,1860.0
512991,000050,SH,SZ,3,200,2996.0
512991,000063,SH,SZ,3,500,19460.0
512991,000066,SH,SZ,3,300,4026.0
512991,000069,SH,SZ,3,1000,6040.0
512991,000089,SH,SZ,3,200,1628.0
512991,000100,SH,SZ,3,1600,9616.0
512991,000157,SH,SZ,3,800,5072.0
512991,000166,SH,SZ,3,2700,12042.0
512991,000338,SH,SZ,3,700,9611.0
512991,000401,SH,SZ,3,200,3500.0
512991,000402,SH,SZ,3,400,2660.0
512991,000413,SH,SZ,3,700,2044.0
512991,000415,SH,SZ,3,800,2440.0
512991,000423,SH,SZ,3,100,3426.0
512991,000425,SH,SZ,3,900,5319.0
512991,000513,SH,SZ,3,100,4082.0
512991,000538,SH,SZ,3,200,17382.0
512991,000540,SH,SZ,3,900,2736.0
512991,000547,SH,SZ,3,200,2860.0
512991,000568,SH,SZ,3,200,19006.0
512991,000581,SH,SZ,3,100,2255.0
512991,000596,SH,SZ,3,100,14781.0
512991,000598,SH,SZ,3,300,1422.0
512991,000623,SH,SZ,3,100,1560.0
512991,000625,SH,SZ,3,500,5295.0
512991,000627,SH,SZ,3,600,3018.0
512991,000629,SH,SZ,3,900,1863.0
512991,000630,SH,SZ,3,1200,2352.0
512991,000651,SH,SZ,3,400,24956.0
512991,000656,SH,SZ,3,600,4764.0
512991,000661,SH,SZ,2,100,33273.0
512991,000671,SH,SZ,3,500,3430.0
512991,000686,SH,SZ,3,300,2457.0
512991,000688,SH,SZ,3,100,1800.0
512991,000703,SH,SZ,3,500,4640.0
512991,000709,SH,SZ,3,1300,2665.0
512991,000723,SH,SZ,3,500,3175.0
512991,000725,SH,SZ,3,4000,18960.0
512991,000728,SH,SZ,3,400,3228.0
512991,000729,SH,SZ,3,400,2628.0
512991,000738,SH,SZ,3,100,1340.0
512991,000739,SH,SZ,3,100,1975.0
512991,000750,SH,SZ,3,600,2568.0
512991,000768,SH,SZ,3,300,5211.0
512991,000776,SH,SZ,3,700,9548.0
512991,000783,SH,SZ,3,700,4368.0
512991,000786,SH,SZ,3,200,4358.0
512991,000825,SH,SZ,3,700,2366.0
512991,000858,SH,SZ,3,500,80305.0
512991,000860,SH,SZ,3,100,5750.0
512991,000876,SH,SZ,3,500,14055.0
512991,000883,SH,SZ,3,600,2112.0
512991,000895,SH,SZ,3,300,11733.0
512991,000898,SH,SZ,3,600,1524.0
512991,000932,SH,SZ,3,700,2667.0
512991,000938,SH,SZ,3,200,7930.0
512991,000961,SH,SZ,3,400,3284.0
512991,000963,SH,SZ,3,200,4440.0
512991,000975,SH,SZ,3,200,3076.0
512991,000977,SH,SZ,3,200,7662.0
512991,000983,SH,SZ,3,400,1944.0
512991,000988,SH,SZ,3,100,2194.0
512991,000997,SH,SZ,3,100,1606.0
512991,000998,SH,SZ,3,200,3222.0
512991,000999,SH,SZ,3,100,2801.0
512991,001914,SH,SZ,3,100,3050.0
512991,001979,SH,SZ,3,800,13512.0
512991,002001,SH,SZ,3,300,7815.0
512991,002007,SH,SZ,3,200,8050.0
512991,002010,SH,SZ,3,400,2276.0
512991,002013,SH,SZ,3,400,3180.0
512991,002019,SH,SZ,3,200,4120.0
512991,002024,SH,SZ,3,1100,9768.0
512991,002027,SH,SZ,3,1700,9146.0
512991,002030,SH,SZ,3,100,2231.0
512991,002032,SH,SZ,3,100,6783.0
512991,002044,SH,SZ,3,500,5755.0
512991,002049,SH,SZ,3,100,6626.0
512991,002050,SH,SZ,3,400,7644.0
512991,002065,SH,SZ,3,400,4512.0
512991,002074,SH,SZ,3,100,2859.0
512991,002075,SH,SZ,3,300,3996.0
512991,002078,SH,SZ,3,300,2877.0
512991,002081,SH,SZ,3,300,2379.0
512991,002085,SH,SZ,3,200,1320.0
512991,002110,SH,SZ,3,300,2118.0
512991,002120,SH,SZ,3,200,7424.0
512991,002127,SH,SZ,3,300,5484.0
512991,002129,SH,SZ,3,300,6000.0
512991,002131,SH,SZ,3,800,3136.0
512991,002142,SH,SZ,3,700,19222.0
512991,002146,SH,SZ,3,500,4020.0
512991,002152,SH,SZ,3,300,3390.0
512991,002153,SH,SZ,3,100,3079.0
512991,002156,SH,SZ,3,100,2345.0
512991,002157,SH,SZ,3,300,4794.0
512991,002174,SH,SZ,3,100,2092.0
512991,002179,SH,SZ,3,100,3641.0
512991,002180,SH,SZ,3,100,3200.0
512991,002185,SH,SZ,3,300,4125.0
512991,002195,SH,SZ,3,700,2016.0
512991,002202,SH,SZ,3,400,4056.0
512991,002212,SH,SZ,3,100,2561.0
512991,002217,SH,SZ,3,400,2104.0
512991,002223,SH,SZ,3,100,3158.0
512991,002230,SH,SZ,3,300,10140.0
512991,002236,SH,SZ,3,400,7028.0
512991,002241,SH,SZ,3,400,9352.0
512991,002242,SH,SZ,3,100,3241.0
512991,002252,SH,SZ,3,600,4926.0
512991,002268,SH,SZ,3,100,2052.0
512991,002271,SH,SZ,3,200,7524.0
512991,002281,SH,SZ,3,100,3038.0
512991,002294,SH,SZ,3,100,2096.0
512991,002299,SH,SZ,3,200,5170.0
512991,002304,SH,SZ,3,200,22300.0
512991,002311,SH,SZ,3,200,9018.0
512991,002340,SH,SZ,3,600,2730.0
512991,002352,SH,SZ,3,300,15435.0
512991,002353,SH,SZ,3,100,3054.0
512991,002371,SH,SZ,3,100,15504.0
512991,002372,SH,SZ,3,200,2448.0
512991,002373,SH,SZ,3,200,4526.0
512991,002384,SH,SZ,3,200,5850.0
512991,002385,SH,SZ,3,500,4025.0
512991,002387,SH,SZ,3,200,2820.0
512991,002396,SH,SZ,3,100,3372.0
512991,002399,SH,SZ,3,100,2159.0
512991,002405,SH,SZ,3,200,3166.0
512991,002410,SH,SZ,3,100,5720.0
512991,002414,SH,SZ,3,200,5214.0
512991,002415,SH,SZ,3,1100,32307.0
512991,002422,SH,SZ,3,200,4202.0
512991,002439,SH,SZ,3,100,3838.0
512991,002456,SH,SZ,3,300,5046.0
512991,002460,SH,SZ,3,100,5006.0
512991,002463,SH,SZ,3,200,4888.0
512991,002465,SH,SZ,3,300,3723.0
512991,002466,SH,SZ,3,200,4620.0
512991,002468,SH,SZ,3,200,3724.0
512991,002475,SH,SZ,3,600,30696.0
512991,002493,SH,SZ,3,600,7518.0
512991,002500,SH,SZ,3,300,2088.0
512991,002506,SH,SZ,3,600,1566.0
512991,002507,SH,SZ,3,100,3290.0
512991,002508,SH,SZ,3,100,3410.0
512991,002511,SH,SZ,3,200,3814.0
512991,002555,SH,SZ,3,300,10230.0
512991,002557,SH,SZ,3,100,5408.0
512991,002558,SH,SZ,3,200,3312.0
512991,002563,SH,SZ,3,300,2136.0
512991,002572,SH,SZ,3,100,2293.0
512991,002594,SH,SZ,3,200,12558.0
512991,002600,SH,SZ,3,700,7707.0
512991,002601,SH,SZ,3,200,3422.0
512991,002602,SH,SZ,3,500,6600.0
512991,002603,SH,SZ,3,100,2736.0
512991,002607,SH,SZ,3,200,5368.0
512991,002624,SH,SZ,3,200,9192.0
512991,002673,SH,SZ,3,400,3224.0
512991,002683,SH,SZ,3,100,3377.0
512991,002690,SH,SZ,3,100,4556.0
512991,002714,SH,SZ,3,400,27808.0
512991,002736,SH,SZ,3,500,5415.0
512991,002739,SH,SZ,3,200,3448.0
512991,002773,SH,SZ,3,100,3724.0
512991,002797,SH,SZ,3,400,2732.0
512991,002812,SH,SZ,3,100,6345.0
512991,002821,SH,SZ,2,100,21693.0
512991,002841,SH,SZ,3,100,9289.0
512991,002916,SH,SZ,3,100,15849.0
512991,002925,SH,SZ,3,100,5071.0
512991,002926,SH,SZ,3,300,3051.0
512991,002939,SH,SZ,3,300,3591.0
512991,002958,SH,SZ,3,600,2640.0
512991,300003,SH,SZ,3,200,6766.0
512991,300012,SH,SZ,3,100,1775.0
512991,300014,SH,SZ,3,200,7740.0
512991,300015,SH,SZ,3,500,19990.0
512991,300017,SH,SZ,3,300,2349.0
512991,300024,SH,SZ,3,200,2630.0
512991,300026,SH,SZ,3,400,2100.0
512991,300033,SH,SZ,3,100,11270.0
512991,300059,SH,SZ,3,900,13644.0
512991,300070,SH,SZ,3,400,3204.0
512991,300088,SH,SZ,3,300,3012.0
512991,300122,SH,SZ,3,200,17034.0
512991,300124,SH,SZ,3,200,6910.0
512991,300136,SH,SZ,3,100,4790.0
512991,300142,SH,SZ,3,200,9338.0
512991,300144,SH,SZ,3,300,5856.0
512991,300146,SH,SZ,3,200,3794.0
512991,300168,SH,SZ,3,100,1963.0
512991,300207,SH,SZ,3,200,3330.0
512991,300212,SH,SZ,3,100,4855.0
512991,300251,SH,SZ,3,400,4772.0
512991,300253,SH,SZ,3,200,4330.0
512991,300271,SH,SZ,3,100,2569.0
512991,300285,SH,SZ,3,100,2707.0
512991,300296,SH,SZ,3,300,1794.0
512991,300308,SH,SZ,3,100,5899.0
512991,300316,SH,SZ,3,200,4500.0
512991,300347,SH,SZ,3,100,8226.0
512991,300357,SH,SZ,3,100,5891.0
512991,300383,SH,SZ,3,200,5038.0
512991,300408,SH,SZ,3,200,4154.0
512991,300413,SH,SZ,3,200,10300.0
512991,300418,SH,SZ,3,100,2196.0
512991,300433,SH,SZ,3,300,6096.0
512991,300450,SH,SZ,3,100,4453.0
512991,300454,SH,SZ,3,100,17460.0
512991,300482,SH,SZ,3,100,8233.0
512991,300496,SH,SZ,3,100,6011.0
512991,300498,SH,SZ,3,600,16500.0
512991,300529,SH,SZ,3,100,6033.0
512991,300558,SH,SZ,3,100,11198.0
512991,300595,SH,SZ,3,100,5859.0
512991,300601,SH,SZ,3,100,13178.0
512991,300628,SH,SZ,3,100,6265.0
512991,300661,SH,SZ,2,100,22020.0
512991,300676,SH,SZ,3,100,12200.0
512991,300699,SH,SZ,3,100,5781.0
512991,300750,SH,SZ,3,300,45420.0
512991,300760,SH,SZ,3,100,27095.0
512991,600000,SH,SH,1,3500,0.0
512991,600004,SH,SH,1,200,0.0
512991,600009,SH,SH,1,100,0.0
512991,600010,SH,SH,1,5400,0.0
512991,600011,SH,SH,1,900,0.0
512991,600015,SH,SH,1,1500,0.0
512991,600016,SH,SH,1,4200,0.0
512991,600018,SH,SH,1,1100,0.0
512991,600019,SH,SH,1,2200,0.0
512991,600021,SH,SH,1,300,0.0
512991,600026,SH,SH,1,400,0.0
512991,600027,SH,SH,1,800,0.0
512991,600028,SH,SH,1,3100,0.0
512991,600029,SH,SH,1,1000,0.0
512991,600030,SH,SH,1,1200,0.0
512991,600031,SH,SH,1,1000,0.0
512991,600036,SH,SH,1,2500,0.0
512991,600038,SH,SH,1,100,0.0
512991,600048,SH,SH,1,1400,0.0
512991,600050,SH,SH,1,3100,0.0
512991,600056,SH,SH,1,100,0.0
512991,600061,SH,SH,1,400,0.0
512991,600066,SH,SH,1,300,0.0
512991,600068,SH,SH,1,600,0.0
512991,600085,SH,SH,1,200,0.0
512991,600089,SH,SH,1,400,0.0
512991,600104,SH,SH,1,900,0.0
512991,600109,SH,SH,1,400,0.0
512991,600111,SH,SH,1,400,0.0
512991,600115,SH,SH,1,1100,0.0
512991,600118,SH,SH,1,100,0.0
512991,600132,SH,SH,1,100,0.0
512991,600153,SH,SH,1,400,0.0
512991,600160,SH,SH,1,300,0.0
512991,600161,SH,SH,1,100,0.0
512991,600167,SH,SH,1,200,0.0
512991,600170,SH,SH,1,1000,0.0
512991,600176,SH,SH,1,400,0.0
512991,600177,SH,SH,1,600,0.0
512991,600183,SH,SH,1,300,0.0
512991,600188,SH,SH,1,300,0.0
512991,600196,SH,SH,1,200,0.0
512991,600201,SH,SH,1,100,0.0
512991,600208,SH,SH,1,1000,0.0
512991,600219,SH,SH,1,1500,0.0
512991,600221,SH,SH,1,1900,0.0
512991,600256,SH,SH,1,900,0.0
512991,600258,SH,SH,1,100,0.0
512991,600260,SH,SH,1,100,0.0
512991,600271,SH,SH,1,200,0.0
512991,600276,SH,SH,1,600,0.0
512991,600297,SH,SH,1,900,0.0
512991,600298,SH,SH,1,100,0.0
512991,600309,SH,SH,1,400,0.0
512991,600315,SH,SH,1,100,0.0
512991,600332,SH,SH,1,200,0.0
512991,600340,SH,SH,1,400,0.0
512991,600346,SH,SH,1,700,0.0
512991,600352,SH,SH,1,400,0.0
512991,600362,SH,SH,1,300,0.0
512991,600369,SH,SH,1,700,0.0
512991,600372,SH,SH,1,200,0.0
512991,600373,SH,SH,1,200,0.0
512991,600376,SH,SH,1,300,0.0
512991,600380,SH,SH,1,200,0.0
512991,600383,SH,SH,1,500,0.0
512991,600398,SH,SH,1,400,0.0
512991,600406,SH,SH,1,500,0.0
512991,600426,SH,SH,1,200,0.0
512991,600436,SH,SH,1,100,0.0
512991,600438,SH,SH,1,500,0.0
512991,600446,SH,SH,1,100,0.0
512991,600460,SH,SH,1,200,0.0
512991,600466,SH,SH,1,400,0.0
512991,600486,SH,SH,1,100,0.0
512991,600487,SH,SH,1,200,0.0
512991,600489,SH,SH,1,400,0.0
512991,600498,SH,SH,1,100,0.0
512991,600511,SH,SH,1,100,0.0
512991,600516,SH,SH,1,500,0.0
512991,600519,SH,SH,1,100,0.0
512991,600521,SH,SH,1,200,0.0
512991,600522,SH,SH,1,400,0.0
512991,600528,SH,SH,1,300,0.0
512991,600535,SH,SH,1,200,0.0
512991,600536,SH,SH,1,100,0.0
512991,600547,SH,SH,1,300,0.0
512991,600549,SH,SH,1,200,0.0
512991,600566,SH,SH,1,100,0.0
512991,600570,SH,SH,1,100,0.0
512991,600572,SH,SH,1,300,0.0
512991,600583,SH,SH,1,600,0.0
512991,600585,SH,SH,1,500,0.0
512991,600588,SH,SH,1,400,0.0
512991,600598,SH,SH,1,200,0.0
512991,600600,SH,SH,1,100,0.0
512991,600606,SH,SH,1,1000,0.0
512991,600637,SH,SH,1,400,0.0
512991,600642,SH,SH,1,600,0.0
512991,600655,SH,SH,1,400,0.0
512991,600660,SH,SH,1,200,0.0
512991,600667,SH,SH,1,300,0.0
512991,600673,SH,SH,1,400,0.0
512991,600674,SH,SH,1,500,0.0
512991,600675,SH,SH,1,500,0.0
512991,600688,SH,SH,1,700,0.0
512991,600690,SH,SH,1,800,0.0
512991,600699,SH,SH,1,200,0.0
512991,600703,SH,SH,1,500,0.0
512991,600704,SH,SH,1,600,0.0
512991,600705,SH,SH,1,1100,0.0
512991,600733,SH,SH,1,300,0.0
512991,600739,SH,SH,1,200,0.0
512991,600741,SH,SH,1,400,0.0
512991,600745,SH,SH,1,100,0.0
512991,600754,SH,SH,1,100,0.0
512991,600760,SH,SH,1,100,0.0
512991,600763,SH,SH,1,100,0.0
512991,600779,SH,SH,1,100,0.0
512991,600795,SH,SH,1,2300,0.0
512991,600801,SH,SH,1,200,0.0
512991,600808,SH,SH,1,700,0.0
512991,600809,SH,SH,1,100,0.0
512991,600820,SH,SH,1,400,0.0
512991,600837,SH,SH,1,1000,0.0
512991,600845,SH,SH,1,100,0.0
512991,600863,SH,SH,1,800,0.0
512991,600867,SH,SH,1,200,0.0
512991,600872,SH,SH,1,100,0.0
512991,600875,SH,SH,1,300,0.0
512991,600879,SH,SH,1,300,0.0
512991,600885,SH,SH,1,100,0.0
512991,600886,SH,SH,1,800,0.0
512991,600887,SH,SH,1,700,0.0
512991,600893,SH,SH,1,300,0.0
512991,600895,SH,SH,1,200,0.0
512991,600900,SH,SH,1,2600,0.0
512991,600909,SH,SH,1,400,0.0
512991,600919,SH,SH,1,1400,0.0
512991,600926,SH,SH,1,700,0.0
512991,600958,SH,SH,1,700,0.0
512991,600967,SH,SH,1,200,0.0
512991,600977,SH,SH,1,200,0.0
512991,600998,SH,SH,1,200,0.0
512991,600999,SH,SH,1,700,0.0
512991,601006,SH,SH,1,1800,0.0
512991,601009,SH,SH,1,1200,0.0
512991,601012,SH,SH,1,500,0.0
512991,601018,SH,SH,1,1000,0.0
512991,601021,SH,SH,1,100,0.0
512991,601066,SH,SH,1,300,0.0
512991,601088,SH,SH,1,700,0.0
512991,601098,SH,SH,1,200,0.0
512991,601099,SH,SH,1,900,0.0
512991,601100,SH,SH,1,100,0.0
512991,601108,SH,SH,1,400,0.0
512991,601111,SH,SH,1,800,0.0
512991,601117,SH,SH,1,600,0.0
512991,601128,SH,SH,1,300,0.0
512991,601138,SH,SH,1,700,0.0
512991,601155,SH,SH,1,300,0.0
512991,601162,SH,SH,1,800,0.0
512991,601166,SH,SH,1,2500,0.0
512991,601169,SH,SH,1,2500,0.0
512991,601186,SH,SH,1,1400,0.0
512991,601198,SH,SH,1,300,0.0
512991,601211,SH,SH,1,900,0.0
512991,601216,SH,SH,1,1100,0.0
512991,601225,SH,SH,1,1000,0.0
512991,601229,SH,SH,1,1700,0.0
512991,601231,SH,SH,1,200,0.0
512991,601233,SH,SH,1,200,0.0
512991,601288,SH,SH,1,8900,0.0
512991,601318,SH,SH,1,1300,0.0
512991,601319,SH,SH,1,700,0.0
512991,601328,SH,SH,1,4700,0.0
512991,601336,SH,SH,1,300,0.0
512991,601360,SH,SH,1,300,0.0
512991,601377,SH,SH,1,800,0.0
512991,601390,SH,SH,1,2400,0.0
512991,601398,SH,SH,1,6500,0.0
512991,601555,SH,SH,1,500,0.0
512991,601598,SH,SH,1,600,0.0
512991,601600,SH,SH,1,1500,0.0
512991,601601,SH,SH,1,800,0.0
512991,601607,SH,SH,1,200,0.0
512991,601618,SH,SH,1,2100,0.0
512991,601628,SH,SH,1,300,0.0
512991,601668,SH,SH,1,5000,0.0
512991,601669,SH,SH,1,1800,0.0
512991,601688,SH,SH,1,900,0.0
512991,601689,SH,SH,1,100,0.0
512991,601699,SH,SH,1,300,0.0
512991,601727,SH,SH,1,1000,0.0
512991,601766,SH,SH,1,2900,0.0
512991,601788,SH,SH,1,500,0.0
512991,601799,SH,SH,1,100,0.0
512991,601800,SH,SH,1,600,0.0
512991,601818,SH,SH,1,4700,0.0
512991,601838,SH,SH,1,400,0.0
512991,601857,SH,SH,1,2600,0.0
512991,601866,SH,SH,1,1000,0.0
512991,601872,SH,SH,1,800,0.0
512991,601877,SH,SH,1,300,0.0
512991,601878,SH,SH,1,400,0.0
512991,601881,SH,SH,1,500,0.0
512991,601888,SH,SH,1,200,0.0
512991,601899,SH,SH,1,2300,0.0
512991,601901,SH,SH,1,1000,0.0
512991,601919,SH,SH,1,1100,0.0
512991,601933,SH,SH,1,1100,0.0
512991,601939,SH,SH,1,1200,0.0
512991,601958,SH,SH,1,300,0.0
512991,601966,SH,SH,1,100,0.0
512991,601985,SH,SH,1,1500,0.0
512991,601988,SH,SH,1,4200,0.0
512991,601989,SH,SH,1,2800,0.0
512991,601990,SH,SH,1,400,0.0
512991,601992,SH,SH,1,1000,0.0
512991,601997,SH,SH,1,400,0.0
512991,601998,SH,SH,1,700,0.0
512991,603019,SH,SH,1,100,0.0
512991,603160,SH,SH,1,100,0.0
512991,603259,SH,SH,1,200,0.0
512991,603288,SH,SH,1,300,0.0
512991,603338,SH,SH,1,100,0.0
512991,603369,SH,SH,1,200,0.0
512991,603444,SH,SH,2,100,39400.0
512991,603501,SH,SH,1,100,0.0
512991,603517,SH,SH,1,100,0.0
512991,603589,SH,SH,1,100,0.0
512991,603605,SH,SH,2,100,15569.0
512991,603658,SH,SH,1,100,0.0
512991,603659,SH,SH,1,100,0.0
512991,603707,SH,SH,1,100,0.0
512991,603712,SH,SH,1,100,0.0
512991,603799,SH,SH,1,100,0.0
512991,603833,SH,SH,1,100,0.0
512991,603858,SH,SH,1,100,0.0
512991,603866,SH,SH,1,100,0.0
512991,603882,SH,SH,1,100,0.0
512991,603883,SH,SH,1,100,0.0
512991,603885,SH,SH,1,200,0.0
512991,603899,SH,SH,1,100,0.0
512991,603939,SH,SH,1,100,0.0
512991,603986,SH,SH,1,100,0.0
512991,603993,SH,SH,1,2100,0.0
512951,000039,SH,SZ,3,600,4344.0
512951,000050,SH,SZ,3,500,7490.0
512951,000066,SH,SZ,3,900,12078.0
512951,000151,SH,SZ,3,100,882.0
512951,000423,SH,SZ,3,200,6852.0
512951,000550,SH,SZ,3,100,1261.0
512951,000625,SH,SZ,3,1000,10590.0
512951,000768,SH,SZ,3,700,12159.0
512951,000786,SH,SZ,3,500,10895.0
512951,000898,SH,SZ,3,1300,3302.0
512951,000901,SH,SZ,3,300,3021.0
512951,000999,SH,SZ,3,200,5602.0
512951,001979,SH,SZ,3,1500,25335.0
512951,002051,SH,SZ,3,200,1480.0
512951,002080,SH,SZ,3,400,5716.0
512951,002179,SH,SZ,3,300,10923.0
512951,002268,SH,SZ,3,300,6156.0
512951,002281,SH,SZ,3,200,6076.0
512951,002368,SH,SZ,3,100,4030.0
512951,002389,SH,SZ,3,300,3876.0
512951,002405,SH,SZ,3,800,12664.0
512951,002415,SH,SZ,3,1000,29370.0
512951,002544,SH,SZ,3,200,2634.0
512951,002643,SH,SZ,3,300,4875.0
512951,002916,SH,SZ,3,100,15849.0
512951,300188,SH,SZ,3,300,6057.0
512951,300212,SH,SZ,3,200,9710.0
512951,300747,SH,SZ,2,100,9931.0
512951,600006,SH,SH,1,400,0.0
512951,600011,SH,SH,1,1900,0.0
512951,600019,SH,SH,1,4400,0.0
512951,600021,SH,SH,1,600,0.0
512951,600025,SH,SH,1,800,0.0
512951,600026,SH,SH,1,700,0.0
512951,600027,SH,SH,1,1400,0.0
512951,600028,SH,SH,1,5200,0.0
512951,600029,SH,SH,1,2300,0.0
512951,600038,SH,SH,1,100,0.0
512951,600048,SH,SH,1,1900,0.0
512951,600050,SH,SH,1,5000,0.0
512951,600062,SH,SH,1,300,0.0
512951,600068,SH,SH,1,1100,0.0
512951,600115,SH,SH,1,2400,0.0
512951,600118,SH,SH,1,300,0.0
512951,600161,SH,SH,1,300,0.0
512951,600176,SH,SH,1,1000,0.0
512951,600195,SH,SH,1,200,0.0
512951,600236,SH,SH,1,1000,0.0
512951,600268,SH,SH,1,200,0.0
512951,600271,SH,SH,1,600,0.0
512951,600312,SH,SH,1,400,0.0
512951,600320,SH,SH,1,1000,0.0
512951,600339,SH,SH,1,900,0.0
512951,600406,SH,SH,1,1200,0.0
512951,600420,SH,SH,1,200,0.0
512951,600433,SH,SH,1,400,0.0
512951,600435,SH,SH,1,500,0.0
512951,600489,SH,SH,1,1000,0.0
512951,600497,SH,SH,1,1300,0.0
512951,600498,SH,SH,1,400,0.0
512951,600500,SH,SH,1,700,0.0
512951,600517,SH,SH,1,300,0.0
512951,600523,SH,SH,1,100,0.0
512951,600528,SH,SH,1,600,0.0
512951,600536,SH,SH,1,200,0.0
512951,600582,SH,SH,1,900,0.0
512951,600583,SH,SH,1,1200,0.0
512951,600688,SH,SH,1,1200,0.0
512951,600737,SH,SH,1,600,0.0
512951,600776,SH,SH,1,300,0.0
512951,600795,SH,SH,1,4500,0.0
512951,600845,SH,SH,1,200,0.0
512951,600850,SH,SH,1,100,0.0
512951,600875,SH,SH,1,600,0.0
512951,600886,SH,SH,1,1300,0.0
512951,600893,SH,SH,1,500,0.0
512951,600900,SH,SH,1,1700,0.0
512951,600967,SH,SH,1,400,0.0
512951,600970,SH,SH,1,400,0.0
512951,601088,SH,SH,1,1500,0.0
512951,601111,SH,SH,1,1600,0.0
512951,601179,SH,SH,1,1100,0.0
512951,601186,SH,SH,1,1800,0.0
512951,601390,SH,SH,1,3200,0.0
512951,601600,SH,SH,1,3500,0.0
512951,601618,SH,SH,1,2800,0.0
512951,601668,SH,SH,1,4300,0.0
512951,601669,SH,SH,1,3000,0.0
512951,601698,SH,SH,1,200,0.0
512951,601718,SH,SH,1,1200,0.0
512951,601766,SH,SH,1,4200,0.0
512951,601800,SH,SH,1,900,0.0
512951,601808,SH,SH,1,300,0.0
512951,601857,SH,SH,1,4000,0.0
512951,601869,SH,SH,2,100,3050.0
512951,601872,SH,SH,1,1100,0.0
512951,601888,SH,SH,1,300,0.0
512951,601919,SH,SH,1,2100,0.0
512951,601985,SH,SH,1,2800,0.0
512951,601989,SH,SH,1,4900,0.0
512931,000055,SH,SZ,3,600,2580.0
512931,000058,SH,SZ,3,300,1962.0
512931,000066,SH,SZ,3,1900,25498.0
512931,000070,SH,SZ,3,500,4640.0
512931,000662,SH,SZ,3,600,1644.0
512931,000821,SH,SZ,3,400,2444.0
512931,000901,SH,SZ,3,600,6042.0
512931,000938,SH,SZ,3,900,35685.0
512931,000977,SH,SZ,3,1100,42141.0
512931,000988,SH,SZ,3,900,19746.0
512931,000997,SH,SZ,3,800,12848.0
512931,002011,SH,SZ,3,600,2310.0
512931,002049,SH,SZ,2,500,33130.0
512931,002063,SH,SZ,3,700,8540.0
512931,002065,SH,SZ,3,2000,22560.0
512931,002073,SH,SZ,3,1000,4010.0
512931,002079,SH,SZ,3,600,6396.0
512931,002095,SH,SZ,3,200,3990.0
512931,002137,SH,SZ,3,400,3124.0
512931,002151,SH,SZ,3,300,10128.0
512931,002156,SH,SZ,3,600,14070.0
