ticker,exchange,name,product_type,size,price_tick,long_margin_rate,short_margin_rate,max_market_order_volume,min_market_order_volume,max_limit_order_volume,min_limit_order_volume,delivery_year,delivery_month
TF2103,CFFEX,5年国债2103,Futures,10000,0.005,0.012,0.012,30,1,50,1,2021,3
TS2103,CFFEX,2年期国债2103,Futures,20000,0.005,0.005,0.005,30,1,50,1,2021,3
ag2106,SHFE,白银2106,Futures,15,1.0,0.08,0.08,30,1,500,1,2021,6
al2106,SHFE,铝2106,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,6
bu2206,SHFE,沥青2206,Futures,10,2.0,0.1,0.1,30,1,500,1,2022,6
cu2106,SHFE,铜2106,Futures,5,10.0,0.09,0.09,30,1,500,1,2021,6
hc2106,SHFE,热轧板2106,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,6
ni2106,SHFE,镍2106,Futures,1,10.0,0.1,0.1,30,1,500,1,2021,6
pb2106,SHFE,铅2106,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,6
rb2106,SHFE,螺纹钢2106,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,6
ru2106,SHFE,天然橡胶2106,Futures,10,5.0,0.1,0.1,30,1,500,1,2021,6
sn2106,SHFE,锡2106,Futures,1,10.0,0.09,0.09,30,1,500,1,2021,6
sp2106,SHFE,漂针浆2106,Futures,10,2.0,0.07,0.07,30,1,500,1,2021,6
wr2106,SHFE,线材2106,Futures,10,1.0,0.2,0.2,30,1,500,1,2021,6
zn2106,SHFE,锌2106,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,6
LR107,CZCE,晚籼稻107,Futures,20,1.0,0.05,0.05,200,1,1000,1,2021,7
MA107,CZCE,甲醇MA107,Futures,10,1.0,0.07,0.07,200,1,1000,1,2021,7
OI107,CZCE,菜籽油107,Futures,10,1.0,0.05,0.05,200,1,1000,1,2021,7
PM107,CZCE,普通小麦107,Futures,50,1.0,0.05,0.05,200,1,1000,1,2021,7
RI107,CZCE,早籼稻107,Futures,20,1.0,0.05,0.05,200,1,1000,1,2021,7
RM107,CZCE,菜籽粕107,Futures,10,1.0,0.05,0.05,200,1,1000,1,2021,7
RS107,CZCE,油菜籽107,Futures,10,1.0,0.05,0.05,200,1,1000,1,2021,7
SF107,CZCE,硅铁107,Futures,5,2.0,0.05,0.05,200,1,1000,1,2021,7
eg2101,DCE,乙二醇2101,Futures,10,1.0,0.05,0.05,1000,1,1000,1,2021,1
jd2101,DCE,鲜鸡蛋2101,Futures,10,1.0,0.08,0.08,300,1,300,1,2021,1
eg2102,DCE,乙二醇2102,Futures,10,1.0,0.05,0.05,1000,1,1000,1,2021,2
jd2102,DCE,鲜鸡蛋2102,Futures,10,1.0,0.08,0.08,300,1,300,1,2021,2
IC2103,CFFEX,中证500股指2103,Futures,200,0.2,0.1,0.1,10,1,20,1,2021,3
IF2103,CFFEX,沪深300股指2103,Futures,300,0.2,0.1,0.1,10,1,20,1,2021,3
IH2103,CFFEX,上证50股指2103,Futures,300,0.2,0.1,0.1,10,1,20,1,2021,3
ag2108,SHFE,白银2108,Futures,15,1.0,0.08,0.08,30,1,500,1,2021,8
al2108,SHFE,铝2108,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,8
au2011,SHFE,黄金2011,Futures,1000,0.02,0.08,0.08,30,1,500,1,2020,11
bu2102,SHFE,沥青2102,Futures,10,2.0,0.1,0.1,30,1,500,1,2021,2
cu2108,SHFE,铜2108,Futures,5,10.0,0.09,0.09,30,1,500,1,2021,8
hc2108,SHFE,热轧板2108,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,8
ni2108,SHFE,镍2108,Futures,1,10.0,0.1,0.1,30,1,500,1,2021,8
pb2108,SHFE,铅2108,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,8
rb2108,SHFE,螺纹钢2108,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,8
ru2108,SHFE,天然橡胶2108,Futures,10,5.0,0.1,0.1,30,1,500,1,2021,8
sn2108,SHFE,锡2108,Futures,1,10.0,0.09,0.09,30,1,500,1,2021,8
sp2108,SHFE,漂针浆2108,Futures,10,2.0,0.07,0.07,30,1,500,1,2021,8
wr2108,SHFE,线材2108,Futures,10,1.0,0.2,0.2,30,1,500,1,2021,8
zn2108,SHFE,锌2108,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,8
T2106,CFFEX,10年国债2106,Futures,10000,0.005,0.02,0.02,30,1,50,1,2021,6
TF2106,CFFEX,5年国债2106,Futures,10000,0.005,0.012,0.012,30,1,50,1,2021,6
TS2106,CFFEX,2年期国债2106,Futures,20000,0.005,0.005,0.005,30,1,50,1,2021,6
ZC107,CZCE,动力煤ZC107,Futures,100,0.2,0.05,0.05,200,1,1000,1,2021,7
IC2010,CFFEX,中证500股指2010,Futures,200,0.2,0.1,0.1,10,1,20,1,2020,10
IF2010,CFFEX,沪深300股指2010,Futures,300,0.2,0.1,0.1,10,1,20,1,2020,10
IH2010,CFFEX,上证50股指2010,Futures,300,0.2,0.1,0.1,10,1,20,1,2020,10
ag2109,SHFE,白银2109,Futures,15,1.0,0.08,0.08,30,1,500,1,2021,9
al2109,SHFE,铝2109,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,9
au2110,SHFE,黄金2110,Futures,1000,0.02,0.08,0.08,30,1,500,1,2021,10
bu2209,SHFE,沥青2209,Futures,10,2.0,0.1,0.1,30,1,500,1,2022,9
cu2109,SHFE,铜2109,Futures,5,10.0,0.09,0.09,30,1,500,1,2021,9
hc2109,SHFE,热轧板2109,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,9
ni2109,SHFE,镍2109,Futures,1,10.0,0.1,0.1,30,1,500,1,2021,9
pb2109,SHFE,铅2109,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,9
rb2109,SHFE,螺纹钢2109,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,9
ru2109,SHFE,天然橡胶2109,Futures,10,5.0,0.1,0.1,30,1,500,1,2021,9
sn2109,SHFE,锡2109,Futures,1,10.0,0.09,0.09,30,1,500,1,2021,9
sp2109,SHFE,漂针浆2109,Futures,10,2.0,0.07,0.07,30,1,500,1,2021,9
wr2109,SHFE,线材2109,Futures,10,1.0,0.2,0.2,30,1,500,1,2021,9
zn2109,SHFE,锌2109,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,9
eg2109,DCE,乙二醇2109,Futures,10,1.0,0.05,0.05,1000,1,1000,1,2021,9
jd2109,DCE,鲜鸡蛋2109,Futures,10,1.0,0.08,0.08,300,1,300,1,2021,9
pg2109,DCE,液化石油气2109,Futures,20,1.0,0.11,0.11,1000,1,1000,1,2021,9
SM107,CZCE,锰硅107,Futures,5,2.0,0.05,0.05,200,1,1000,1,2021,7
UR107,CZCE,尿素107,Futures,20,1.0,0.05,0.05,200,1,1000,1,2021,7
WH107,CZCE,强筋麦107,Futures,20,1.0,0.05,0.05,200,1,1000,1,2021,7
ag2107,SHFE,白银2107,Futures,15,1.0,0.08,0.08,30,1,500,1,2021,7
al2107,SHFE,铝2107,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,7
au2108,SHFE,黄金2108,Futures,1000,0.02,0.08,0.08,30,1,500,1,2021,8
bu2101,SHFE,沥青2101,Futures,10,2.0,0.1,0.1,30,1,500,1,2021,1
cu2107,SHFE,铜2107,Futures,5,10.0,0.09,0.09,30,1,500,1,2021,7
hc2107,SHFE,热轧板2107,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,7
ni2107,SHFE,镍2107,Futures,1,10.0,0.1,0.1,30,1,500,1,2021,7
pb2107,SHFE,铅2107,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,7
rb2107,SHFE,螺纹钢2107,Futures,10,1.0,0.1,0.1,30,1,500,1,2021,7
ru2107,SHFE,天然橡胶2107,Futures,10,5.0,0.1,0.1,30,1,500,1,2021,7
sn2107,SHFE,锡2107,Futures,1,10.0,0.09,0.09,30,1,500,1,2021,7
sp2107,SHFE,漂针浆2107,Futures,10,2.0,0.07,0.07,30,1,500,1,2021,7
wr2107,SHFE,线材2107,Futures,10,1.0,0.2,0.2,30,1,500,1,2021,7
zn2107,SHFE,锌2107,Futures,5,5.0,0.1,0.1,30,1,500,1,2021,7
ZC108,CZCE,动力煤ZC108,Futures,100,0.2,0.05,0.05,200,1,1000,1,2021,8
sc2306,INE,原油2306,Futures,1000,0.1,0.05,0.05,30,1,500,1,2023,6
fu2106,SHFE,燃料油2106,Futures,10,1.0,0.2,0.2,30,1,500,1,2021,6
TA108,CZCE,化纤108,Futures,5,2.0,0.05,0.05,200,1,1000,1,2021,8
m2108,DCE,豆粕2108,Futures,10,1.0,0.05,0.05,1000,1,1000,1,2021,8
p2108,DCE,棕榈油2108,Futures,10,2.0,0.05,0.05,1000,1,1000,1,2021,8
pp2108,DCE,聚丙烯2108,Futures,5,1.0,0.05,0.05,1000,1,1000,1,2021,8
v2108,DCE,聚氯乙烯2108,Futures,5,5.0,0.05,0.05,1000,1,1000,1,2021,8
y2108,DCE,豆油2108,Futures,10,2.0,0.05,0.05,1000,1,1000,1,2021,8
CY108,CZCE,棉纱108,Futures,5,5.0,0.05,0.05,200,1,1000,1,2021,8
FG108,CZCE,玻璃108,Futures,20,1.0,0.05,0.05,200,1,1000,1,2021,8
MA108,CZCE,甲醇MA108,Futures,10,1.0,0.07,0.07,200,1,1000,1,2021,8
RM108,CZCE,菜籽粕108,Futures,10,1.0,0.05,0.05,200,1,1000,1,2021,8
RS108,CZCE,油菜籽108,Futures,10,1.0,0.05,0.05,200,1,1000,1,2021,8
SF108,CZCE,硅铁108,Futures,5,2.0,0.05,0.05,200,1,1000,1,2021,8
